:B(1)[(1, 2), (1, 3), (1, 10), (1, 11), (2, 3), (2, 4), (3, 4), (4, 5), (5, 6), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (9, 11), (10, 11)]
:B(2)[(1, 2), (1, 3), (1, 4), (1, 11), (2, 3), (2, 10), (3, 4), (4, 5), (5, 6), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (9, 11), (10, 11)]
:B(3)[(1, 2), (1, 3), (1, 10), (1, 11), (2, 3), (2, 5), (3, 4), (4, 5), (4, 6), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (9, 11), (10, 11)]
:B(4)[(1, 3), (1, 4), (1, 5), (1, 11), (2, 3), (2, 4), (2, 10), (3, 4), (5, 6), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (9, 11), (10, 11)]
:B(5)[(1, 2), (1, 3), (1, 4), (1, 5), (2, 3), (2, 10), (3, 4), (4, 11), (5, 6), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (9, 11), (10, 11)]
:B(6)[(1, 3), (1, 4), (1, 9), (1, 11), (2, 3), (2, 10), (2, 11), (3, 4), (4, 5), (5, 6), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (10, 11)]
:BN(1)[(1, 3), (1, 4), (1, 10), (1, 11), (2, 3), (2, 10), (2, 11), (3, 4), (4, 5), (5, 6), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (9, 11)]
:BN(2)[(1, 2), (1, 4), (1, 9), (1, 11), (2, 3), (2, 10), (3, 4), (3, 11), (4, 5), (5, 6), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (10, 11)]
:B(7)[(1, 2), (1, 4), (1, 10), (1, 11), (2, 3), (2, 10), (3, 4), (3, 11), (4, 5), (5, 6), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (9, 11)]
:BN(3)[(1, 2), (1, 3), (1, 10), (1, 11), (2, 3), (2, 10), (3, 4), (4, 5), (4, 11), (5, 6), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (9, 11)]
:B(8)[(1, 3), (1, 4), (1, 10), (1, 11), (2, 3), (2, 9), (2, 10), (3, 4), (4, 5), (5, 6), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 11), (10, 11)]
:B(9)[(1, 2), (1, 3), (1, 5), (1, 11), (2, 3), (2, 10), (3, 4), (4, 5), (4, 6), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (9, 11), (10, 11)]
:B(10)[(1, 2), (1, 3), (1, 4), (1, 11), (2, 3), (2, 10), (3, 4), (4, 5), (5, 6), (5, 7), (6, 7), (6, 9), (7, 8), (8, 9), (8, 10), (9, 11), (10, 11)]
:B(11)[(1, 3), (1, 5), (1, 10), (1, 11), (2, 3), (2, 4), (2, 5), (3, 4), (4, 6), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (9, 11), (10, 11)]
:BN(4)[(1, 3), (1, 5), (1, 10), (1, 11), (2, 3), (2, 5), (2, 7), (3, 4), (4, 5), (4, 6), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (9, 11), (10, 11)]
:B(12)[(1, 2), (1, 3), (1, 10), (1, 11), (2, 3), (2, 5), (3, 6), (4, 5), (4, 6), (4, 7), (5, 7), (6, 8), (7, 8), (8, 9), (9, 10), (9, 11), (10, 11)]
:BN(5)[(1, 2), (1, 3), (1, 10), (1, 11), (2, 3), (2, 5), (3, 6), (4, 5), (4, 6), (4, 8), (5, 7), (6, 7), (7, 8), (8, 9), (9, 10), (9, 11), (10, 11)]
:B(13)[(1, 2), (1, 3), (1, 10), (1, 11), (2, 3), (2, 5), (3, 4), (4, 5), (4, 6), (5, 7), (6, 7), (6, 9), (7, 8), (8, 9), (8, 10), (9, 11), (10, 11)]
:BN(6)[(1, 4), (1, 5), (1, 6), (1, 11), (2, 3), (2, 4), (2, 10), (3, 4), (3, 5), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (9, 11), (10, 11)]
:B(14)[(1, 4), (1, 5), (1, 9), (1, 11), (2, 3), (2, 4), (2, 10), (3, 4), (3, 11), (5, 6), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (10, 11)]
:B(15)[(1, 4), (1, 5), (1, 10), (1, 11), (2, 3), (2, 4), (2, 10), (3, 4), (3, 11), (5, 6), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (9, 11)]
:BN(7)[(1, 3), (1, 4), (1, 9), (1, 11), (2, 3), (2, 4), (2, 10), (3, 4), (5, 6), (5, 7), (5, 11), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (10, 11)]
:B(16)[(1, 3), (1, 4), (1, 10), (1, 11), (2, 3), (2, 4), (2, 10), (3, 4), (5, 6), (5, 7), (5, 11), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (9, 11)]
:B(17)[(1, 3), (1, 4), (1, 5), (1, 11), (2, 4), (2, 9), (2, 10), (3, 4), (3, 10), (5, 6), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 11), (10, 11)]
:B(18)[(1, 3), (1, 4), (1, 5), (1, 11), (2, 3), (2, 4), (2, 10), (3, 4), (5, 6), (5, 7), (6, 7), (6, 9), (7, 8), (8, 9), (8, 10), (9, 11), (10, 11)]
:B(19)[(1, 3), (1, 4), (1, 5), (1, 6), (2, 3), (2, 5), (2, 10), (3, 4), (4, 11), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (9, 11), (10, 11)]
:B(20)[(1, 2), (1, 4), (1, 5), (1, 6), (2, 3), (2, 10), (3, 4), (3, 5), (4, 11), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (9, 11), (10, 11)]
:B(21)[(1, 3), (1, 4), (1, 5), (1, 10), (2, 3), (2, 9), (2, 10), (3, 4), (4, 11), (5, 6), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 11), (10, 11)]
:B(22)[(1, 2), (1, 3), (1, 4), (1, 5), (2, 3), (2, 10), (3, 4), (4, 11), (5, 6), (5, 7), (6, 7), (6, 9), (7, 8), (8, 9), (8, 10), (9, 11), (10, 11)]
:B(23)[(1, 2), (1, 3), (1, 4), (1, 11), (2, 10), (2, 11), (3, 4), (3, 9), (4, 5), (5, 6), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (10, 11)]
:B(24)[(1, 3), (1, 4), (1, 5), (1, 11), (2, 3), (2, 10), (2, 11), (3, 4), (4, 9), (5, 6), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (10, 11)]
:BN(8)[(1, 3), (1, 4), (1, 5), (1, 9), (2, 3), (2, 10), (2, 11), (3, 4), (4, 11), (5, 6), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (10, 11)]
:B(25)[(1, 3), (1, 4), (1, 8), (1, 9), (2, 3), (2, 10), (2, 11), (3, 4), (4, 5), (5, 6), (5, 7), (6, 7), (6, 8), (7, 8), (9, 10), (9, 11), (10, 11)]
:BN(9)[(1, 2), (1, 4), (1, 9), (1, 11), (2, 3), (2, 11), (3, 4), (3, 10), (4, 5), (5, 6), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (10, 11)]
:B(26)[(1, 3), (1, 5), (1, 9), (1, 11), (2, 3), (2, 10), (2, 11), (3, 4), (4, 5), (4, 6), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (10, 11)]
:B(27)[(1, 3), (1, 4), (1, 8), (1, 11), (2, 3), (2, 10), (2, 11), (3, 4), (4, 5), (5, 6), (5, 7), (6, 7), (6, 9), (7, 8), (8, 9), (9, 10), (10, 11)]
:BN(10)[(1, 3), (1, 5), (1, 10), (1, 11), (2, 3), (2, 10), (2, 11), (3, 4), (4, 5), (4, 6), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (9, 11)]
:BN(11)[(1, 3), (1, 4), (1, 10), (1, 11), (2, 3), (2, 10), (2, 11), (3, 4), (4, 5), (5, 6), (5, 7), (6, 7), (6, 9), (7, 8), (8, 9), (8, 10), (9, 11)]
:BN(12)[(1, 2), (1, 3), (1, 4), (1, 11), (2, 3), (2, 10), (3, 11), (4, 5), (4, 9), (5, 6), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (10, 11)]
:BN(13)[(1, 2), (1, 4), (1, 5), (1, 11), (2, 3), (2, 10), (3, 4), (3, 11), (4, 9), (5, 6), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (10, 11)]
:BN(14)[(1, 2), (1, 5), (1, 9), (1, 11), (2, 3), (2, 10), (3, 4), (3, 11), (4, 5), (4, 6), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (10, 11)]
:BN(15)[(1, 2), (1, 3), (1, 10), (1, 11), (2, 4), (2, 10), (3, 4), (3, 11), (4, 5), (5, 6), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (9, 11)]
:B(28)[(1, 2), (1, 3), (1, 4), (1, 11), (2, 3), (2, 10), (3, 11), (4, 5), (4, 10), (5, 6), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (9, 11)]
:B(29)[(1, 2), (1, 5), (1, 10), (1, 11), (2, 3), (2, 10), (3, 4), (3, 11), (4, 5), (4, 6), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (9, 11)]
:B(30)[(1, 2), (1, 4), (1, 10), (1, 11), (2, 3), (2, 10), (3, 4), (3, 11), (4, 5), (5, 6), (5, 7), (6, 7), (6, 9), (7, 8), (8, 9), (8, 10), (9, 11)]
:B(31)[(1, 2), (1, 3), (1, 10), (1, 11), (2, 3), (2, 10), (3, 5), (4, 5), (4, 6), (4, 11), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (9, 11)]
:BN(16)[(1, 2), (1, 3), (1, 10), (1, 11), (2, 3), (2, 10), (3, 11), (4, 5), (4, 9), (4, 11), (5, 6), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10)]
:B(32)[(1, 3), (1, 5), (1, 10), (1, 11), (2, 3), (2, 9), (2, 10), (3, 4), (4, 5), (4, 6), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 11), (10, 11)]
:B(33)[(1, 3), (1, 4), (1, 10), (1, 11), (2, 3), (2, 8), (2, 10), (3, 4), (4, 5), (5, 6), (5, 7), (6, 7), (6, 9), (7, 8), (8, 9), (9, 11), (10, 11)]
:BN(17)[(1, 2), (1, 3), (1, 4), (1, 5), (2, 3), (2, 10), (3, 11), (4, 5), (4, 6), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (9, 11), (10, 11)]
:B(34)[(1, 3), (1, 4), (1, 5), (1, 11), (2, 3), (2, 5), (2, 10), (3, 4), (4, 6), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (9, 11), (10, 11)]
:BN(18)[(1, 3), (1, 5), (1, 7), (1, 11), (2, 3), (2, 5), (2, 10), (3, 4), (4, 5), (4, 6), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (9, 11), (10, 11)]
:BN(19)[(1, 2), (1, 3), (1, 4), (1, 5), (2, 3), (2, 10), (3, 4), (4, 6), (5, 7), (5, 11), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (9, 11), (10, 11)]
:B(35)[(1, 2), (1, 3), (1, 5), (1, 11), (2, 3), (2, 10), (3, 6), (4, 5), (4, 6), (4, 7), (5, 7), (6, 8), (7, 8), (8, 9), (9, 10), (9, 11), (10, 11)]
:BN(20)[(1, 2), (1, 3), (1, 5), (1, 11), (2, 3), (2, 10), (3, 6), (4, 5), (4, 6), (4, 8), (5, 7), (6, 7), (7, 8), (8, 9), (9, 10), (9, 11), (10, 11)]
:B(36)[(1, 2), (1, 3), (1, 5), (1, 11), (2, 3), (2, 10), (3, 4), (4, 5), (4, 6), (5, 7), (6, 7), (6, 9), (7, 8), (8, 9), (8, 10), (9, 11), (10, 11)]
:BN(21)[(1, 2), (1, 3), (1, 5), (1, 11), (2, 3), (2, 10), (3, 4), (4, 5), (4, 6), (5, 7), (6, 7), (6, 9), (7, 8), (8, 9), (8, 11), (9, 10), (10, 11)]
:BN(22)[(1, 2), (1, 3), (1, 4), (1, 11), (2, 3), (2, 10), (3, 4), (4, 5), (5, 7), (5, 9), (6, 7), (6, 9), (6, 11), (7, 8), (8, 9), (8, 10), (10, 11)]
:B(37)[(1, 2), (1, 3), (1, 4), (1, 11), (2, 3), (2, 10), (3, 4), (4, 5), (5, 6), (5, 8), (6, 7), (6, 9), (7, 8), (7, 9), (8, 10), (9, 11), (10, 11)]
:B(38)[(1, 2), (1, 3), (1, 4), (1, 11), (2, 3), (2, 8), (3, 4), (4, 5), (5, 6), (5, 7), (6, 7), (6, 9), (7, 10), (8, 9), (8, 10), (9, 11), (10, 11)]
:B(39)[(1, 2), (1, 3), (1, 4), (1, 11), (2, 3), (2, 10), (3, 4), (4, 5), (5, 6), (5, 7), (6, 7), (6, 9), (7, 10), (8, 9), (8, 10), (8, 11), (9, 11)]
:BN(23)[(1, 2), (1, 3), (1, 4), (1, 11), (2, 3), (2, 11), (3, 4), (4, 5), (5, 6), (5, 7), (6, 7), (6, 9), (7, 8), (8, 9), (8, 10), (9, 10), (10, 11)]
