:B(40)[(1, 3), (1, 5), (1, 10), (1, 11), (2, 3), (2, 5), (2, 6), (3, 4), (4, 6), (4, 7), (5, 7), (6, 8), (7, 8), (8, 9), (9, 10), (9, 11), (10, 11)]
:BN(24)[(1, 3), (1, 5), (1, 10), (1, 11), (2, 3), (2, 5), (2, 6), (3, 4), (4, 6), (4, 8), (5, 7), (6, 7), (7, 8), (8, 9), (9, 10), (9, 11), (10, 11)]
:B(41)[(1, 3), (1, 7), (1, 10), (1, 11), (2, 3), (2, 4), (2, 5), (3, 4), (4, 6), (5, 7), (5, 8), (6, 7), (6, 8), (8, 9), (9, 10), (9, 11), (10, 11)]
:B(42)[(1, 3), (1, 5), (1, 10), (1, 11), (2, 3), (2, 4), (2, 5), (3, 4), (4, 6), (5, 7), (6, 7), (6, 9), (7, 8), (8, 9), (8, 10), (9, 11), (10, 11)]
:BN(25)[(1, 3), (1, 5), (1, 10), (1, 11), (2, 3), (2, 5), (2, 7), (3, 4), (4, 5), (4, 6), (6, 7), (6, 9), (7, 8), (8, 9), (8, 10), (9, 11), (10, 11)]
:B(43)[(1, 2), (1, 6), (1, 10), (1, 11), (2, 3), (2, 5), (3, 4), (3, 6), (4, 5), (4, 7), (5, 7), (6, 8), (7, 8), (8, 9), (9, 10), (9, 11), (10, 11)]
:B(44)[(1, 2), (1, 6), (1, 10), (1, 11), (2, 3), (2, 5), (3, 6), (3, 8), (4, 5), (4, 6), (4, 7), (5, 7), (7, 8), (8, 9), (9, 10), (9, 11), (10, 11)]
:B(45)[(1, 2), (1, 3), (1, 10), (1, 11), (2, 3), (2, 5), (3, 6), (4, 5), (4, 6), (4, 7), (5, 7), (6, 9), (7, 8), (8, 9), (8, 10), (9, 11), (10, 11)]
:BN(26)[(1, 2), (1, 3), (1, 10), (1, 11), (2, 3), (2, 5), (3, 6), (4, 5), (4, 6), (4, 9), (5, 7), (6, 7), (7, 8), (8, 9), (8, 10), (9, 11), (10, 11)]
:B(46)[(1, 5), (1, 6), (1, 10), (1, 11), (2, 3), (2, 4), (2, 10), (3, 4), (3, 5), (4, 11), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (9, 11)]
:B(47)[(1, 4), (1, 6), (1, 9), (1, 11), (2, 3), (2, 4), (2, 10), (3, 4), (3, 5), (5, 7), (5, 11), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (10, 11)]
:B(48)[(1, 4), (1, 5), (1, 6), (1, 11), (2, 4), (2, 9), (2, 10), (3, 4), (3, 5), (3, 10), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 11), (10, 11)]
:B(49)[(1, 4), (1, 5), (1, 6), (1, 11), (2, 4), (2, 10), (2, 11), (3, 4), (3, 5), (3, 10), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (9, 11)]
:BN(27)[(1, 3), (1, 4), (1, 6), (1, 11), (2, 4), (2, 5), (2, 10), (3, 4), (3, 5), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (9, 11), (10, 11)]
:BN(28)[(1, 3), (1, 4), (1, 5), (1, 9), (2, 3), (2, 4), (2, 10), (3, 11), (4, 11), (5, 6), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (10, 11)]
:B(50)[(1, 4), (1, 5), (1, 6), (1, 11), (2, 3), (2, 4), (2, 10), (3, 4), (3, 11), (5, 7), (5, 9), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (10, 11)]
:B(51)[(1, 4), (1, 5), (1, 6), (1, 9), (2, 3), (2, 4), (2, 10), (3, 4), (3, 11), (5, 7), (5, 11), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (10, 11)]
:BN(29)[(1, 5), (1, 8), (1, 9), (1, 11), (2, 3), (2, 4), (2, 10), (3, 4), (3, 11), (4, 9), (5, 6), (5, 7), (6, 7), (6, 8), (7, 8), (9, 10), (10, 11)]
:BN(30)[(1, 4), (1, 9), (1, 10), (1, 11), (2, 3), (2, 4), (2, 10), (3, 4), (3, 11), (5, 6), (5, 7), (5, 9), (6, 7), (6, 8), (7, 8), (8, 9), (10, 11)]
:BN(31)[(1, 4), (1, 5), (1, 8), (1, 9), (2, 3), (2, 4), (2, 10), (3, 4), (3, 11), (5, 6), (5, 7), (6, 7), (6, 8), (7, 8), (9, 10), (9, 11), (10, 11)]
:B(52)[(1, 4), (1, 5), (1, 6), (1, 11), (2, 3), (2, 4), (2, 10), (3, 4), (3, 11), (5, 7), (5, 10), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (9, 11)]
:B(53)[(1, 3), (1, 4), (1, 5), (1, 9), (2, 3), (2, 4), (2, 10), (3, 4), (5, 7), (5, 11), (6, 7), (6, 8), (6, 11), (7, 8), (8, 9), (9, 10), (10, 11)]
:BN(32)[(1, 4), (1, 9), (1, 10), (1, 11), (2, 3), (2, 4), (2, 10), (3, 4), (3, 10), (5, 6), (5, 7), (5, 11), (6, 7), (6, 8), (7, 8), (8, 9), (9, 11)]
:B(54)[(1, 2), (1, 3), (1, 4), (1, 10), (2, 3), (2, 4), (3, 4), (5, 6), (5, 7), (5, 11), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (9, 11), (10, 11)]
:B(55)[(1, 3), (1, 4), (1, 5), (1, 10), (2, 3), (2, 4), (2, 10), (3, 4), (5, 7), (5, 11), (6, 7), (6, 8), (6, 11), (7, 8), (8, 9), (9, 10), (9, 11)]
:BN(33)[(1, 3), (1, 4), (1, 9), (1, 10), (2, 3), (2, 4), (2, 10), (3, 4), (5, 6), (5, 7), (5, 11), (6, 7), (6, 8), (7, 8), (8, 11), (9, 10), (9, 11)]
:B(56)[(1, 3), (1, 4), (1, 5), (1, 11), (2, 4), (2, 8), (2, 10), (3, 4), (3, 10), (5, 6), (5, 7), (6, 7), (6, 9), (7, 8), (8, 9), (9, 11), (10, 11)]
:BN(34)[(1, 3), (1, 4), (1, 5), (1, 11), (2, 3), (2, 4), (2, 10), (3, 4), (5, 7), (5, 9), (6, 7), (6, 9), (6, 11), (7, 8), (8, 9), (8, 10), (10, 11)]
:BN(35)[(1, 3), (1, 4), (1, 5), (1, 11), (2, 3), (2, 4), (2, 10), (3, 4), (5, 6), (5, 7), (6, 7), (6, 9), (7, 10), (8, 9), (8, 10), (8, 11), (9, 11)]
:BN(36)[(1, 3), (1, 4), (1, 5), (1, 11), (2, 3), (2, 4), (2, 11), (3, 4), (5, 6), (5, 7), (6, 7), (6, 9), (7, 8), (8, 9), (8, 10), (9, 10), (10, 11)]
:BN(37)[(1, 2), (1, 3), (1, 4), (1, 5), (2, 5), (2, 10), (3, 4), (3, 6), (4, 11), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (9, 11), (10, 11)]
:B(57)[(1, 4), (1, 5), (1, 6), (1, 7), (2, 3), (2, 5), (2, 10), (3, 4), (3, 6), (4, 11), (5, 7), (6, 8), (7, 8), (8, 9), (9, 10), (9, 11), (10, 11)]
:B(58)[(1, 4), (1, 5), (1, 6), (1, 8), (2, 3), (2, 5), (2, 10), (3, 4), (3, 6), (4, 11), (5, 7), (6, 7), (7, 8), (8, 9), (9, 10), (9, 11), (10, 11)]
:BN(38)[(1, 3), (1, 5), (1, 6), (1, 7), (2, 3), (2, 5), (2, 10), (3, 4), (4, 6), (4, 11), (5, 7), (6, 8), (7, 8), (8, 9), (9, 10), (9, 11), (10, 11)]
:B(59)[(1, 3), (1, 5), (1, 6), (1, 8), (2, 3), (2, 5), (2, 10), (3, 4), (4, 6), (4, 11), (5, 7), (6, 7), (7, 8), (8, 9), (9, 10), (9, 11), (10, 11)]
:BN(39)[(1, 3), (1, 4), (1, 6), (1, 7), (2, 3), (2, 5), (2, 10), (3, 4), (4, 11), (5, 6), (5, 7), (6, 8), (7, 8), (8, 9), (9, 10), (9, 11), (10, 11)]
:B(60)[(1, 3), (1, 4), (1, 6), (1, 8), (2, 3), (2, 5), (2, 10), (3, 4), (4, 11), (5, 6), (5, 7), (6, 7), (7, 8), (8, 9), (9, 10), (9, 11), (10, 11)]
:B(61)[(1, 3), (1, 4), (1, 5), (1, 6), (2, 5), (2, 10), (2, 11), (3, 4), (3, 10), (4, 11), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (9, 11)]
:B(62)[(1, 3), (1, 5), (1, 6), (1, 11), (2, 3), (2, 5), (2, 10), (3, 4), (4, 9), (4, 11), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (10, 11)]
:B(63)[(1, 3), (1, 4), (1, 5), (1, 6), (2, 3), (2, 5), (2, 10), (3, 4), (4, 11), (5, 7), (6, 7), (6, 9), (7, 8), (8, 9), (8, 10), (9, 11), (10, 11)]
:B(64)[(1, 3), (1, 4), (1, 5), (1, 6), (2, 3), (2, 5), (2, 10), (3, 4), (4, 11), (5, 7), (6, 7), (6, 9), (7, 8), (8, 9), (8, 11), (9, 10), (10, 11)]
:B(65)[(1, 4), (1, 5), (1, 6), (1, 7), (2, 3), (2, 6), (2, 10), (3, 4), (3, 5), (4, 11), (5, 7), (6, 8), (7, 8), (8, 9), (9, 10), (9, 11), (10, 11)]
:BN(40)[(1, 2), (1, 4), (1, 6), (1, 7), (2, 3), (2, 10), (3, 4), (3, 5), (4, 11), (5, 6), (5, 7), (6, 8), (7, 8), (8, 9), (9, 10), (9, 11), (10, 11)]
:B(66)[(1, 2), (1, 4), (1, 6), (1, 7), (2, 3), (2, 10), (3, 4), (3, 5), (4, 11), (5, 7), (5, 8), (6, 7), (6, 8), (8, 9), (9, 10), (9, 11), (10, 11)]
:B(67)[(1, 2), (1, 4), (1, 5), (1, 6), (2, 3), (2, 10), (3, 4), (3, 5), (4, 11), (5, 7), (6, 7), (6, 9), (7, 8), (8, 9), (8, 10), (9, 11), (10, 11)]
:B(68)[(1, 3), (1, 4), (1, 5), (1, 10), (2, 3), (2, 8), (2, 10), (3, 4), (4, 11), (5, 6), (5, 7), (6, 7), (6, 9), (7, 8), (8, 9), (9, 11), (10, 11)]
:B(69)[(1, 2), (1, 3), (1, 4), (1, 5), (2, 3), (2, 10), (3, 4), (4, 11), (5, 7), (5, 9), (6, 7), (6, 8), (6, 9), (7, 8), (8, 10), (9, 11), (10, 11)]
:BN(41)[(1, 2), (1, 3), (1, 4), (1, 5), (2, 3), (2, 10), (3, 4), (4, 11), (5, 7), (5, 9), (6, 7), (6, 9), (6, 11), (7, 8), (8, 9), (8, 10), (10, 11)]
:BN(42)[(1, 2), (1, 3), (1, 4), (1, 5), (2, 3), (2, 8), (3, 4), (4, 11), (5, 6), (5, 7), (6, 7), (6, 9), (7, 10), (8, 9), (8, 10), (9, 11), (10, 11)]
:BN(43)[(1, 2), (1, 3), (1, 4), (1, 5), (2, 3), (2, 11), (3, 4), (4, 11), (5, 6), (5, 7), (6, 7), (6, 9), (7, 8), (8, 9), (8, 10), (9, 10), (10, 11)]
:B(70)[(1, 3), (1, 5), (1, 6), (1, 11), (2, 3), (2, 10), (2, 11), (3, 4), (4, 5), (4, 9), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (10, 11)]
:BN(44)[(1, 3), (1, 4), (1, 5), (1, 6), (2, 3), (2, 10), (2, 11), (3, 4), (4, 11), (5, 7), (5, 9), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (10, 11)]
:B(71)[(1, 2), (1, 5), (1, 9), (1, 11), (2, 3), (2, 11), (3, 4), (3, 10), (4, 5), (4, 6), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (10, 11)]
:BN(45)[(1, 3), (1, 4), (1, 5), (1, 9), (2, 3), (2, 10), (2, 11), (3, 4), (4, 6), (5, 7), (5, 11), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (10, 11)]
:BN(46)[(1, 3), (1, 5), (1, 9), (1, 11), (2, 3), (2, 10), (2, 11), (3, 6), (4, 5), (4, 6), (4, 8), (5, 7), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11)]
:B(72)[(1, 3), (1, 4), (1, 8), (1, 11), (2, 3), (2, 9), (2, 11), (3, 4), (4, 5), (5, 6), (5, 7), (6, 7), (6, 10), (7, 8), (8, 9), (9, 10), (10, 11)]
:B(73)[(1, 3), (1, 4), (1, 8), (1, 11), (2, 3), (2, 10), (2, 11), (3, 4), (4, 5), (5, 6), (5, 7), (6, 7), (6, 10), (7, 8), (8, 9), (9, 10), (9, 11)]
:B(74)[(1, 3), (1, 5), (1, 7), (1, 11), (2, 3), (2, 10), (2, 11), (3, 4), (4, 5), (4, 6), (5, 10), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (9, 11)]
:BN(47)[(1, 3), (1, 5), (1, 10), (1, 11), (2, 3), (2, 10), (2, 11), (3, 6), (4, 5), (4, 6), (4, 7), (5, 7), (6, 8), (7, 8), (8, 9), (9, 10), (9, 11)]
:BN(48)[(1, 3), (1, 5), (1, 10), (1, 11), (2, 3), (2, 10), (2, 11), (3, 6), (4, 5), (4, 6), (4, 8), (5, 7), (6, 7), (7, 8), (8, 9), (9, 10), (9, 11)]
:BN(49)[(1, 3), (1, 4), (1, 10), (1, 11), (2, 3), (2, 10), (2, 11), (3, 4), (4, 5), (5, 7), (5, 9), (6, 7), (6, 9), (6, 11), (7, 8), (8, 9), (8, 10)]
:B(75)[(1, 3), (1, 4), (1, 8), (1, 11), (2, 3), (2, 10), (2, 11), (3, 4), (4, 5), (5, 6), (5, 7), (6, 7), (6, 9), (7, 10), (8, 9), (8, 10), (9, 11)]
:BN(50)[(1, 2), (1, 3), (1, 5), (1, 11), (2, 3), (2, 10), (3, 11), (4, 5), (4, 6), (4, 9), (5, 7), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10), (10, 11)]
:BN(51)[(1, 2), (1, 3), (1, 9), (1, 11), (2, 3), (2, 10), (3, 11), (4, 5), (4, 8), (4, 9), (5, 6), (5, 7), (6, 7), (6, 8), (7, 8), (9, 10), (10, 11)]
